Id,Title,Body,RatingsSentiCR,RatingsGPT35,RatingsGPTFineTuned
36958125,Ansible roles/packages - Ansible Galaxy - error on installation MAC OSX,"Im trying to install ansible-galaxy roles on Mac OS X El Capitan via CLI

$ ansible-galaxy install -r requirements.yml


I am getting this error:

ERROR! Unexpected Exception: (setuptools 1.1.6 (/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python), Requirement.parse('setuptools&gt;=11.3'))
the full traceback was:

Traceback (most recent call last):
  File ""/usr/local/bin/ansible-galaxy"", line 73, in &lt;module&gt;
    mycli = getattr(__import__(""ansible.cli.%s"" % sub, fromlist=[myclass]), myclass)
  File ""/Library/Python/2.7/site-packages/ansible/cli/galaxy.py"", line 38, in &lt;module&gt;
    from ansible.galaxy.role import GalaxyRole
  File ""/Library/Python/2.7/site-packages/ansible/galaxy/role.py"", line 35, in &lt;module&gt;
    from ansible.playbook.role.requirement import RoleRequirement
  File ""/Library/Python/2.7/site-packages/ansible/playbook/__init__.py"", line 25, in &lt;module&gt;
    from ansible.playbook.play import Play
  File ""/Library/Python/2.7/site-packages/ansible/playbook/play.py"", line 27, in &lt;module&gt;
    from ansible.playbook.base import Base
  File ""/Library/Python/2.7/site-packages/ansible/playbook/base.py"", line 35, in &lt;module&gt;
    from ansible.parsing.dataloader import DataLoader
  File ""/Library/Python/2.7/site-packages/ansible/parsing/dataloader.py"", line 32, in &lt;module&gt;
    from ansible.parsing.vault import VaultLib
  File ""/Library/Python/2.7/site-packages/ansible/parsing/vault/__init__.py"", line 67, in &lt;module&gt;
    from cryptography.hazmat.primitives.hashes import SHA256 as c_SHA256
  File ""/Library/Python/2.7/site-packages/cryptography/hazmat/primitives/hashes.py"", line 15, in &lt;module&gt;
    from cryptography.hazmat.backends.interfaces import HashBackend
  File ""/Library/Python/2.7/site-packages/cryptography/hazmat/backends/__init__.py"", line 7, in &lt;module&gt;
    import pkg_resources
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources.py"", line 2797, in &lt;module&gt;
    parse_requirements(__requires__), Environment()
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources.py"", line 580, in resolve
    raise VersionConflict(dist,req) # XXX put more info here
VersionConflict: (setuptools 1.1.6 (/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python), Requirement.parse('setuptools&gt;=11.3'))

",-1,-1,-1.0
36701035,Best-practice for using an ansible role from galaxy in multiple roles?,"I am working on an ansible playbook for our infrastructure. I have the following recurring need for which I have yet to find a recommended pattern:

I have a server that needs to run multiple vhosts (/databases/rbenv environment/etc). I can install nginx (postgres/rbenv/etc) with a dependency on a role from galaxy, i. e.

dependencies:
- role: ""geerlingguy.nginx""
  nginx_ppa_use: true
  nginx_ppa_version: development
  ..


Now I could add an array of vhost configurations to this dependency. However, I'd like to bundle these definitions not by technology (nginx/rbenv...) but by project.

The best path I have found so far is to repeat the nginx dependency in each project role. But that results in the duplication of all the global nginx options and repeated execution of the nginx installation when provisioning a fresh server.
",1,-1,-1.0
38580780,How to Download Javascript Server Logs on Meteor Galaxy,"Well, that pretty much sums it up: how is it possible to download the file for the complete server log for a Meteor Galaxy project (all containers).  Using the GUI provided by Galaxy isn't adequate for searching large amounts of server log.

Thanks.
",1,-1,-1.0
40000665,How do I configure my DNS record? - MeteorJS,"How do i configure my DNS record to point to galaxy?

I bought a domain with the following attributes:
Type: CNAME Record
Host: www

I am kinda lost here, I don't know where I should actually configure my DNS. In my project, or the website I registered my domain in? and how?

The following is my host records:

",0,-1,-1.0
40575924,Meteor - This domain has already been used on Galaxy,"I'm trying to deploy my meteor app to Galaxy to a new subdomain, let's call it xxx.mydomain.com. I'm getting the following console output:

Talking to Galaxy servers at https://galaxy.meteor.com
Error deploying application: This domain has already been used on Galaxy. [xxx.mydomain.com]


I don't have an app with this domain, my guess is someone else is using it? How do I fix this? I tried looking up this error but nothing shows up on Google and Meteor docs don't seem to help either.
",-1,-1,-1.0
40921015,Meteor UglifyJS error when trying to compile in production,"Trying to upload to Galaxy causes the error so I am debugging with the following:

meteor --settings settings-dev.json --production

While minifying app code:
  eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:1545:18: SyntaxError: Unexpected token: punc ())
  at new JS_Parse_Error (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:1545:18)
  at js_error (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:1553:11)
  at croak (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2089:9)
  at token_error (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2097:9)
  at unexpected (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2103:9)
  at expr_atom (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2618:13)
  at maybe_unary (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2792:19)
  at expr_ops (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2827:24)
  at maybe_conditional (eval at &lt;anonymous&gt;
  (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1),
  &lt;anonymous&gt;:2832:20)


  * Many more lines of same kind of stuff*


=&gt; Your application has errors. Waiting for file change.


Which really gives me no starting point as to what's causing the problem. There is a running issue on GitHub but no progress so far. 

I tried to dig deeper and did the following in my Terminal 

alias uglifyjs=~/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/bin/uglifyjs
find lib client -type f -name \*.js|while read file;do uglifyjs -o /dev/null $file;done


Which comes back with 

  Parse error at client/main.js:1,7
  SyntaxError: Unexpected token: string (/imports/startup/client)
  Error
   at new JS_Parse_Error (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:1545:18)
   at js_error (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:1553:11)
   at croak (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2089:9)
   at token_error (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2097:9)
   at unexpected (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2103:9)
   at semicolon (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2123:56)
   at simple_statement (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2314:73)
   at eval (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2183:19)
   at eval (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2136:24)
   at eval (eval at &lt;anonymous&gt; (/Users/sergiy/.meteor/packages/standard-minifier-js/.1.2.1.1ldi2wj++os+web.browser+web.cordova/plugin.minifyStdJS.os/npm/node_modules/meteor/minifier-js/node_modules/uglify-js/tools/node.js:28:1), &lt;anonymous&gt;:2904:23)


My main.js file looks like this:

import '/imports/startup/client';

Still can't figure out what the issue is since that is the syntax Meteor suggests in their docs. Removing the standard-minifier-js packages fixes the problem but that's not the best way to go around it so I was hoping there was a fix!
",-1,-1,-1.0
41755543,ansible-galaxy and git clone from Bitbucket.org,"I am using ansible-galaxy (v2.0.0.2) to install ansible roles that which has the source code on Bitbucket through the requirements.yml file. But I could not checkout the code from bitbucket.org with the private key. Here is the error message, and also my requirements.yml content.

Does any one what's the correct requirements.yml file format for ansible-galaxy 2.0.0.2?

  + ansible-galaxy -vvv install --force --role-file ansible/requirements.yml --roles-path ./ansible/roles

    Using /etc/ansible/ansible.cfg as config file
    Opened /tmp/.ansible_galaxy
    found role {'scm': 'git', 'src': 'git@bitbucket.org:myrepo/nginx.git', 'version': 'latest', 'name': 'nginx'} in yaml file
    Installing role nginx 

     [WARNING]: - nginx was NOT installed successfully: - command git checkout
    latest failed in directory /tmp/tmpQRZc8j (rc=1)
    ERROR! - you can use --ignore-errors to skip failed roles and finish processing the list.


[requirements.yml]

- name: nginx
  src: git@bitbucket.org:myrepo/nginx.git
  scm: git
  version: latest
  accept_hostkey: yes
  key_file: /tmp/.ssh/id_rsa

",-1,-1,-1.0
42216640,Installing python modules in production meteor app hosted with galaxy,"I have a meteor project that includes python scripts in our private folder of our project. We can easily run them from meteor using exec, we just don't know how to install python modules on our galaxy server that is hosting our app. It works fine running the scripts on our localhost since the modules are installed on our computers, but it appears galaxy doesn't offer a command line or anything to install these modules. We tried creating our own command line by calling exec commands on the meteor server, but it was unable to find any modules. For example when we tried to install pip, the server logged ""Unable to find pip"".

Basically we can run the python scripts, but since they rely on modules, galaxy throws errors and we aren't sure how to install those modules. Any ideas?

Thanks!
",-1,-1,-1.0
42125915,Incoming POST requests fail on Meteor Galaxy,"I have been successfully receiving incoming email to a Meteor app with the use of Mailgun routes for some time, but it has now suddenly stopped working.

My setup is that I forward all emails for the domain to Mailgun where I route them to my app endpoint (through a POST request) and parse them. Mailgun offers a testing tool where I input my app endpoint URL and it’s now giving me the following response:

Post failed: [Errno 1] _ssl.c:510: error:14077438:SSL routines:SSL23_GET_SERVER_HELLO:tlsv1 alert internal error


The app is hosted on Galaxy and below is what my ‘incoming’ route looks like if that’s of any help. 

Any ideas?

Picker.route('/incoming/', function(params, req, res, next) {
  res.writeHead(200, {'content-type': 'text/plain'});
  res.write('received successfully:\n\n');
  res.end(""thanks"");

  parseEmail(req.body);
});


Update: Switching to http didn't help..
",1,-1,-1.0
41837789,"ansible-galaxy failing for init install - Failed to get data from the API server - a bytes-like object is required, not 'str'","ansible: ansible-galaxy 2.2.0.0

python: Python 2.7.10

I tried ansible-galaxy command to create a new role structure (init command) but it failed with the following message. So, I looked online and  tried --offline option and structure creation part worked. 

So far, I have my Github repo: https://github.com/asangal/wavefront-ansible

Role is also visible in Ansible Galaxy under Browse Roles.

https://galaxy.ansible.com/list#/roles?page=1&amp;page_size=10&amp;autocomplete=wavefront or

https://galaxy.ansible.com/asangal/wavefront-ansible/ 

As per the instructions, I'm trying to run the install step by running 
but it failed again with the same error message as shown below.

$ ansible-galaxy install asangal.wavefront-ansible
 [WARNING]: - asangal.wavefront-ansible was NOT installed successfully: Failed to get data from the API server (https://galaxy.ansible.com/api/): a bytes-like object is
required, not 'str'

ERROR! - you can use --ignore-errors to skip failed roles and finish processing the list.


OR (used --ignore-errors and -p &lt;role_path&gt; options but it didn't help) 

$ ansible-galaxy install asangal.wavefront-ansible --ignore-errors -p ~/aks/dummy
 [WARNING]: - asangal.wavefront-ansible was NOT installed successfully: Failed to get data from the API server (https://galaxy.ansible.com/api/): a bytes-like object is
required, not 'str'

[arun@vagrant ~/aks/dummy] $ ls -l
[arun@vagrant ~/aks/dummy] $


curl -v https://galaxy.ansible.com/asangal/wavefront-ansible/ seems to work fine.

Why am I getting this error: Failed to get data from the API server (https://galaxy.ansible.com/api/): a bytes-like object is
    required, not 'str'?
",-1,-1,-1.0
43417856,Receiving the titled error for a Meteor Galaxy deploy: MongoError: not authorized on admin to execute command,"I am trying to deploy a locally developed meteor app to Galaxy (provided by meteor). I've used one of their recommended mongodb providers, Atlas by MongoDB. I have overcome several connection issues, however I cannot figure out the cause of the below. The user associated with it has atlasAdmin, dbAdmin, dbAdminAnyDatabase,readWriteAnyDatabase on the admin db ""@admin"".

/app/bundle/programs/server/node_modules/fibers/future.js:313
    throw(ex);
MongoError: not authorized on admin to execute command { listIndexes: ""users"", cursor: { } }
Object.Future.wait (/app/bundle/programs/server/node_modules/fibers/future.js:449:15)
[object Object].MongoConnection._ensureIndex (packages/mongo/mongo_driver.js:832:10)
[object Object].Mongo.Collection._ensureIndex (packages/mongo/collection.js:677:20)
setupUsersCollection (packages/accounts-base/accounts_server.js:1493:9)
new AccountsServer (packages/accounts-base/accounts_server.js:51:5)
meteorInstall.node_modules.meteor.accounts-base.server_main.js (packages/accounts-base/server_main.js:9:12)
fileEvaluate (packages/modules-runtime.js:197:9)
require (packages/modules-runtime.js:120:16)
/app/bundle/programs/server/packages/accounts-base.js:2031:15
/app/bundle/programs/server/packages/accounts-base.js:2042:3
Function.MongoError.create (/app/bundle/programs/server/npm/node_modules/meteor/npm-mongo/node_modules/mongodb-core/lib/error.js:31:11)
queryCallback (/app/bundle/programs/server/npm/node_modules/meteor/npm-mongo/node_modules/mongodb-core/lib/cursor.js:197:34)
/app/bundle/programs/server/npm/node_modules/meteor/npm-mongo/node_modules/mongodb-core/lib/connection/pool.js:455:18
nextTickCallbackWith0Args (node.js:489:9)
process._tickCallback (node.js:418:13)

",-1,-1,-1.0
44882504,meteor galaxy update node version,"Does anyone know what version of node is used by meteor galaxy?

I just tried to deploy and got the following error:

SyntaxError: Block-scoped declarations (let, const, function, class) not yet supported outside strict mode


Therefore I assume that an old version of node is used.

The same code worked fine a couple of days ago.
",-1,-1,-1.0
43146189,Receiving messages using Twilio and Meteor,"I'm creating a web application that needs to be able to receive text messages using Twilio. I run ngrok to start a tunnel to my localHost: 3000. If I send a message to my Twilio number after I start my app on the localHost it works fine. The issue is that once I deploy the app to Galaxy, the app does not respond to incoming texts anymore. I have tried changing the app.listen('3000'); to many different ports i.e.(80,8080,443) and none of these work. What do I need to change or add to get this to work after it's deployed?

var express = require('express');
var bodyParser = require('body-parser');

var app = express();

app.use(bodyParser.urlencoded({extended: false}));

app.post('/message', function (req, res){
    console.log(req.body);
    var msgFrom = req.body.From;
    var msgBody = req.body.Body;

    res.send(`
    &lt;Response&gt;
        &lt;Message&gt;
        Hello ${msgFrom}. You said: ${msgBody}
        &lt;/Message&gt;
      &lt;/Response&gt;`);
});

app.listen('3000');

",-1,-1,-1.0
42925101,MongoError: not authorized on local to execute command while deploy on meteor galaxy,"I am trying to deploy my app using meteor galaxy using below command

DEPLOY_HOSTNAME=us-east-1.galaxy-deploy.meteor.com meteor deploy icrm.meteorapp.com --settings scalingo.json


but i am getting this error

MongoError: not authorized on local to execute command { find: ""oplog.rs"", filter: {}, sort: { $natural: -1 }, projection: { ts: 1 }, limit: 1 } in logs

in my scalingo.json, i have set as follow

""galaxy.meteor.com"": {
        ""env"": {
            ""MONGO_URL"": ""mongodb://username:password@ds137100.mlab.com:37100/icrm"",
            ""MONGO_OPLOG_URL"": ""mongodb://username:password@ds137100.mlab.com:37100/local?authSource=icrm"",
            ""ROOT_URL"": ""http://icrm.meteorapp.com/""
        }
    }


and when i am accessing http://icrm.meteorapp.com/  i am getting

503 Service Unavailable: No healthy endpoints to handle the request.


I know i am doing some mistake in setting MONGO_OPLOG_URL, i am writing same username and password in both MONGO_URL and MONGO_OPLOG_URL, i am using free sandbox version, please help me to sort out this problem, if possible suggest me solution with free sandbox version...

Thanks a lot
",-1,-1,-1.0
