,Id,Title,Body,RatingsSentiCR,RatingsGPT35,RatingsGPTFineTuned,merged,topic
33,27968344,Trouble reading CSV into Monetdb using R,"I am trying to read a CSV file into a Monetdb data base using R Studio server. The CSV file is 13 columns, and a few hundred thousand rows, consisting of 1 column of strings, and 12 columns of integers. When I use the monet.read.csv function:

monet.read.csv(     #Function
  db ,              #Data Base  
  pde ,             #CSV Name
  paste0( 'pde' , substr( year , 3 , 4 ) ) , #Name of new table
  nrows = sapply( pde , countLines )         #Rows in new table
)


I get the following error:


  Error in .local(conn, statement, ...) : 
   Unable to execute statement 'COPY 10000001 OFFSET 2 RECORDS INTO pde08 FROM '/home/jamie/R/x86_64-pc->linux-gnu-library/3.1/Jamie_...'.
  ' from line 1 field 13 not inserted, expecting type int'.


I have tried using the data.table package and dbWriteTable function, so know that Monetdb itself is working. Does anyone know what is going on? Thanks.
",-1,-1,-1.0,"Trouble reading CSV into Monetdb using R-I am trying to read a CSV file into a Monetdb data base using R Studio server. The CSV file is 13 columns, and a few hundred thousand rows, consisting of 1 column of strings, and 12 columns of integers. When I use the monet.read.csv function:

monet.read.csv(     #Function
  db ,              #Data Base  
  pde ,             #CSV Name
  paste0( 'pde' , substr( year , 3 , 4 ) ) , #Name of new table
  nrows = sapply( pde , countLines )         #Rows in new table
)


I get the following error:


  Error in .local(conn, statement, ...) : 
   Unable to execute statement 'COPY 10000001 OFFSET 2 RECORDS INTO pde08 FROM '/home/jamie/R/x86_64-pc->linux-gnu-library/3.1/Jamie_...'.
  ' from line 1 field 13 not inserted, expecting type int'.


I have tried using the data.table package and dbWriteTable function, so know that Monetdb itself is working. Does anyone know what is going on? Thanks.
",0
34,28054606,SQL query using GROUP BY with standard deviation?,"I am having some issues with the standard deviation function (stddev_samp in MonetDB specifically). I tried the following queries without success:

    select industry, avg(marketcap) as industryavg, stddev_samp(marketcap) as industrysd from cumulativeview group by industry
    select  stddev_samp(marketcap) as industrysd from cumulativeview group by industry


Each gives me a very weird exception and it seems the stddev function does not work on a group by subset, however using the avg function alone seems to work just fine on a group by subset as in the following query:

    select industry, avg(marketcap) as industryavg  from cumulativeview group by industry


And the standard deviation function works just fine when i use a where clause instead of a group by:

    select  stddev_samp(marketcap) as industrysd from cumulativeview where industry='Diversified Investments'


Is there an alternate way to write a query that would give me the average and standard deviation for each industry all at once rather than having to go through and write a seperate query for each industry? I am very confused as to why the average function works with group by and stddev does not...
",-1,-1,-1.0,"SQL query using GROUP BY with standard deviation?-I am having some issues with the standard deviation function (stddev_samp in MonetDB specifically). I tried the following queries without success:

    select industry, avg(marketcap) as industryavg, stddev_samp(marketcap) as industrysd from cumulativeview group by industry
    select  stddev_samp(marketcap) as industrysd from cumulativeview group by industry


Each gives me a very weird exception and it seems the stddev function does not work on a group by subset, however using the avg function alone seems to work just fine on a group by subset as in the following query:

    select industry, avg(marketcap) as industryavg  from cumulativeview group by industry


And the standard deviation function works just fine when i use a where clause instead of a group by:

    select  stddev_samp(marketcap) as industrysd from cumulativeview where industry='Diversified Investments'


Is there an alternate way to write a query that would give me the average and standard deviation for each industry all at once rather than having to go through and write a seperate query for each industry? I am very confused as to why the average function works with group by and stddev does not...
",0
35,28118984,WHILE query syntax in MonetDB,"I am using the latest version of MonetDB for Windows and I have installed it on Windows 7.

Hello guys, I have recently started looking into MonetDB. End goal is to prepare prototype to demonstrate the query performance difference between MonetDB and SQL Server. 

I have went through the MonetDB SQL Reference documentation but it is not clear to me that how should I prepare WHILE query. 

Create table query:

sql&gt;CREATE TABLE TestString ( Name VARCHAR(40) NULL );


Declare and set the local variable:

sql&gt;delcare rowcount;
sql&gt;set rowcount=1;


While query I tried:

sql&gt;WHILE rowcount&lt;1000000
sql&gt;DO
sql&gt;insert TestString Values CAST(uuid() as VARCHAR(50))
sql&gt;set rowcount=rowcount+1
sql&gt;END WHILE


I did tried different variations in the while query by specifying indentation
but it still not right. 

Can someone help me with getting the right syntax or point me to any helpful user manual for this?
",1,-1,-1.0,"WHILE query syntax in MonetDB-I am using the latest version of MonetDB for Windows and I have installed it on Windows 7.

Hello guys, I have recently started looking into MonetDB. End goal is to prepare prototype to demonstrate the query performance difference between MonetDB and SQL Server. 

I have went through the MonetDB SQL Reference documentation but it is not clear to me that how should I prepare WHILE query. 

Create table query:

sql&gt;CREATE TABLE TestString ( Name VARCHAR(40) NULL );


Declare and set the local variable:

sql&gt;delcare rowcount;
sql&gt;set rowcount=1;


While query I tried:

sql&gt;WHILE rowcount&lt;1000000
sql&gt;DO
sql&gt;insert TestString Values CAST(uuid() as VARCHAR(50))
sql&gt;set rowcount=rowcount+1
sql&gt;END WHILE


I did tried different variations in the while query by specifying indentation
but it still not right. 

Can someone help me with getting the right syntax or point me to any helpful user manual for this?
",5
36,28120224,MonetDB OR Clause,"I have a very simple query that in the WHERE clause has something like ""employee_id = 60 and (manager in (-1) or -1 in (-1))"" and this will work fine in databases like SQL server, MySQL, Oracle, etc, bringing back the 1 employee_id record.  The -1's represent a prompt value, if nothing select for manager it defaults to -1 and so therefore no filter for manager is effective.

In MonetDB, it will just bring back all records; completely disregarding the employee_id filter.  I have NO idea why and it's driving me nuts.  The full query is below, if anyone has an idea please let me know.
Thanks,
Matt

select employee_id, manager_id
from employee
where employee_id = 60
and (manager_id in (-1) or -1 in (-1)); 

",1,-1,-1.0,"MonetDB OR Clause-I have a very simple query that in the WHERE clause has something like ""employee_id = 60 and (manager in (-1) or -1 in (-1))"" and this will work fine in databases like SQL server, MySQL, Oracle, etc, bringing back the 1 employee_id record.  The -1's represent a prompt value, if nothing select for manager it defaults to -1 and so therefore no filter for manager is effective.

In MonetDB, it will just bring back all records; completely disregarding the employee_id filter.  I have NO idea why and it's driving me nuts.  The full query is below, if anyone has an idea please let me know.
Thanks,
Matt

select employee_id, manager_id
from employee
where employee_id = 60
and (manager_id in (-1) or -1 in (-1)); 

",3
37,28192387,MonetDB - Insert data to one column,"I have a table with 5 columns:

CREATE TABLE ""voc"".""MyTable"" (
        ""c_1""  TINYINT,
        ""c_2""  TINYINT,
        ""c_3""  TINYINT,
        ""c_4""  TINYINT,
        ""c_5""  TINYINT
);


I want to calculate the values for each column in separate, and insert the values for this column only. e.g.

INSERT INTO ""voc"".""MyTable""(c_1)
SELECT ....


This Insert command inserts 5000 rows into MyTable, with the values for c_1 column and null for all the other columns.
If I run now 

INSERT INTO ""voc"".""MyTable""(c_2)
SELECT ....


Then I have another new 5000 rows. And in total - 10000 rows. I want the new values of c_2 to be set in the same rows as c_1. i.e. to have

c_1 | c_2 | c_3 | c_4 | c_5
1     1     null null  null
2     2     null null  null
1     2     null null  null


I thought it would be possible in monetdb because its a columnar db, but so far I didn't find how to do it.
",-1,0,-1.0,"MonetDB - Insert data to one column-I have a table with 5 columns:

CREATE TABLE ""voc"".""MyTable"" (
        ""c_1""  TINYINT,
        ""c_2""  TINYINT,
        ""c_3""  TINYINT,
        ""c_4""  TINYINT,
        ""c_5""  TINYINT
);


I want to calculate the values for each column in separate, and insert the values for this column only. e.g.

INSERT INTO ""voc"".""MyTable""(c_1)
SELECT ....


This Insert command inserts 5000 rows into MyTable, with the values for c_1 column and null for all the other columns.
If I run now 

INSERT INTO ""voc"".""MyTable""(c_2)
SELECT ....


Then I have another new 5000 rows. And in total - 10000 rows. I want the new values of c_2 to be set in the same rows as c_1. i.e. to have

c_1 | c_2 | c_3 | c_4 | c_5
1     1     null null  null
2     2     null null  null
1     2     null null  null


I thought it would be possible in monetdb because its a columnar db, but so far I didn't find how to do it.
",4
38,28476833,"Building error in make step, gdk, libbat.la, MT_global_exit","i'm trying to build MonetDB from source on CentOS. 
Typically the problems occur in the make step, 
I run the configuration as follows

./configure -prefix=$HOME/MonetDB--disable-geom --disable-strict

This works perfectly fine. However, using ""make"" afterwards leads to an error:

...
make[3]: Entering directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
/bin/sh ../libtool  --tag=CC   --mode=link gcc -DLIBGDK  -g -O2   -D_REENTRANT -version-info 11:4:0  -o libbat.la -rpath /users/db01/dm/MonetDB/MDB/lib libbat_la-gdk_batop.lo libbat_la-gdk_select.lo libbat_la-gdk_select_legacy.lo libbat_la-gdk_search.lo libbat_la-gdk_tm.lo libbat_la-gdk_align.lo libbat_la-gdk_bbp.lo libbat_la-gdk_heap.lo libbat_la-gdk_setop.lo libbat_la-gdk_utils.lo libbat_la-gdk_atoms.lo libbat_la-gdk_qsort.lo libbat_la-gdk_ssort.lo libbat_la-gdk_storage.lo libbat_la-gdk_bat.lo libbat_la-gdk_delta.lo libbat_la-gdk_cross.lo libbat_la-gdk_system.lo libbat_la-gdk_value.lo libbat_la-gdk_posix.lo libbat_la-gdk_logger.lo libbat_la-gdk_sample.lo libbat_la-gdk_calc.lo libbat_la-gdk_aggr.lo libbat_la-gdk_group.lo libbat_la-gdk_mapreduce.lo libbat_la-gdk_imprints.lo libbat_la-gdk_join.lo libbat_la-gdk_join_legacy.lo libbat_la-gdk_unique.lo libbat_la-gdk_firstn.lo  ../common/options/libmoptions.la ../common/stream/libstream.la ../common/utils/libmutils.la -lm  -lz   -lbz2  -pthread -ldl   
libtool: link: gcc -shared  -fPIC -DPIC  .libs/libbat_la-gdk_batop.o .libs/libbat_la-gdk_select.o .libs/libbat_la-gdk_select_legacy.o .libs/libbat_la-gdk_search.o .libs/libbat_la-gdk_tm.o .libs/libbat_la-gdk_align.o .libs/libbat_la-gdk_bbp.o .libs/libbat_la-gdk_heap.o .libs/libbat_la-gdk_setop.o .libs/libbat_la-gdk_utils.o .libs/libbat_la-gdk_atoms.o .libs/libbat_la-gdk_qsort.o .libs/libbat_la-gdk_ssort.o .libs/libbat_la-gdk_storage.o .libs/libbat_la-gdk_bat.o .libs/libbat_la-gdk_delta.o .libs/libbat_la-gdk_cross.o .libs/libbat_la-gdk_system.o .libs/libbat_la-gdk_value.o .libs/libbat_la-gdk_posix.o .libs/libbat_la-gdk_logger.o .libs/libbat_la-gdk_sample.o .libs/libbat_la-gdk_calc.o .libs/libbat_la-gdk_aggr.o .libs/libbat_la-gdk_group.o .libs/libbat_la-gdk_mapreduce.o .libs/libbat_la-gdk_imprints.o .libs/libbat_la-gdk_join.o .libs/libbat_la-gdk_join_legacy.o .libs/libbat_la-gdk_unique.o .libs/libbat_la-gdk_firstn.o  -Wl,--whole-archive ../common/options/.libs/libmoptions.a ../common/utils/.libs/libmutils.a -Wl,--no-whole-archive  -Wl,-rpath -Wl,/users/db01/dm/MonetDB/MonetDB-11.19.9/common/stream/.libs -Wl,-rpath -Wl,/users/db01/dm/MonetDB/MDB/lib ../common/stream/.libs/libstream.so -L/usr/kerberos/lib64 -lssl -lcrypto -lm -lz -lbz2 -ldl  -O2 -pthread   -pthread -Wl,-soname -Wl,libbat.so.11 -o .libs/libbat.so.11.0.4
/usr/bin/ld: .libs/libbat_la-gdk_utils.o: relocation R_X86_64_PC32 against `MT_global_exit' can not be used when making a shared object; recompile with -fPIC
/usr/bin/ld: final link failed: Bad value
collect2: ld returned 1 exit status
make[3]: *** [libbat.la] Error 1
make[3]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
make[2]: *** [all] Error 2
make[2]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
make[1]: *** [all-recursive] Error 1
make[1]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9'
make: *** [all] Error 2


I found a similar error, containing MT_global_exit in the web: https://www.monetdb.org/pipermail/users-list/2014-June/007334.html

Trying the mentioned suggestion by deleting __attribute__((__visibility__(""hidden"")))
from the gdk/gdk_private.h was
lead to several different errors (in gdk_private.h) during the make process.

If you have any suggestions, I'd be happy to hear them!

best regards 
",-1,-1,-1.0,"Building error in make step, gdk, libbat.la, MT_global_exit-i'm trying to build MonetDB from source on CentOS. 
Typically the problems occur in the make step, 
I run the configuration as follows

./configure -prefix=$HOME/MonetDB--disable-geom --disable-strict

This works perfectly fine. However, using ""make"" afterwards leads to an error:

...
make[3]: Entering directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
/bin/sh ../libtool  --tag=CC   --mode=link gcc -DLIBGDK  -g -O2   -D_REENTRANT -version-info 11:4:0  -o libbat.la -rpath /users/db01/dm/MonetDB/MDB/lib libbat_la-gdk_batop.lo libbat_la-gdk_select.lo libbat_la-gdk_select_legacy.lo libbat_la-gdk_search.lo libbat_la-gdk_tm.lo libbat_la-gdk_align.lo libbat_la-gdk_bbp.lo libbat_la-gdk_heap.lo libbat_la-gdk_setop.lo libbat_la-gdk_utils.lo libbat_la-gdk_atoms.lo libbat_la-gdk_qsort.lo libbat_la-gdk_ssort.lo libbat_la-gdk_storage.lo libbat_la-gdk_bat.lo libbat_la-gdk_delta.lo libbat_la-gdk_cross.lo libbat_la-gdk_system.lo libbat_la-gdk_value.lo libbat_la-gdk_posix.lo libbat_la-gdk_logger.lo libbat_la-gdk_sample.lo libbat_la-gdk_calc.lo libbat_la-gdk_aggr.lo libbat_la-gdk_group.lo libbat_la-gdk_mapreduce.lo libbat_la-gdk_imprints.lo libbat_la-gdk_join.lo libbat_la-gdk_join_legacy.lo libbat_la-gdk_unique.lo libbat_la-gdk_firstn.lo  ../common/options/libmoptions.la ../common/stream/libstream.la ../common/utils/libmutils.la -lm  -lz   -lbz2  -pthread -ldl   
libtool: link: gcc -shared  -fPIC -DPIC  .libs/libbat_la-gdk_batop.o .libs/libbat_la-gdk_select.o .libs/libbat_la-gdk_select_legacy.o .libs/libbat_la-gdk_search.o .libs/libbat_la-gdk_tm.o .libs/libbat_la-gdk_align.o .libs/libbat_la-gdk_bbp.o .libs/libbat_la-gdk_heap.o .libs/libbat_la-gdk_setop.o .libs/libbat_la-gdk_utils.o .libs/libbat_la-gdk_atoms.o .libs/libbat_la-gdk_qsort.o .libs/libbat_la-gdk_ssort.o .libs/libbat_la-gdk_storage.o .libs/libbat_la-gdk_bat.o .libs/libbat_la-gdk_delta.o .libs/libbat_la-gdk_cross.o .libs/libbat_la-gdk_system.o .libs/libbat_la-gdk_value.o .libs/libbat_la-gdk_posix.o .libs/libbat_la-gdk_logger.o .libs/libbat_la-gdk_sample.o .libs/libbat_la-gdk_calc.o .libs/libbat_la-gdk_aggr.o .libs/libbat_la-gdk_group.o .libs/libbat_la-gdk_mapreduce.o .libs/libbat_la-gdk_imprints.o .libs/libbat_la-gdk_join.o .libs/libbat_la-gdk_join_legacy.o .libs/libbat_la-gdk_unique.o .libs/libbat_la-gdk_firstn.o  -Wl,--whole-archive ../common/options/.libs/libmoptions.a ../common/utils/.libs/libmutils.a -Wl,--no-whole-archive  -Wl,-rpath -Wl,/users/db01/dm/MonetDB/MonetDB-11.19.9/common/stream/.libs -Wl,-rpath -Wl,/users/db01/dm/MonetDB/MDB/lib ../common/stream/.libs/libstream.so -L/usr/kerberos/lib64 -lssl -lcrypto -lm -lz -lbz2 -ldl  -O2 -pthread   -pthread -Wl,-soname -Wl,libbat.so.11 -o .libs/libbat.so.11.0.4
/usr/bin/ld: .libs/libbat_la-gdk_utils.o: relocation R_X86_64_PC32 against `MT_global_exit' can not be used when making a shared object; recompile with -fPIC
/usr/bin/ld: final link failed: Bad value
collect2: ld returned 1 exit status
make[3]: *** [libbat.la] Error 1
make[3]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
make[2]: *** [all] Error 2
make[2]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9/gdk'
make[1]: *** [all-recursive] Error 1
make[1]: Leaving directory `/users/db01/dm/MonetDB/MonetDB-11.19.9'
make: *** [all] Error 2


I found a similar error, containing MT_global_exit in the web: https://www.monetdb.org/pipermail/users-list/2014-June/007334.html

Trying the mentioned suggestion by deleting __attribute__((__visibility__(""hidden"")))
from the gdk/gdk_private.h was
lead to several different errors (in gdk_private.h) during the make process.

If you have any suggestions, I'd be happy to hear them!

best regards 
",0
39,28550103,How to show available tables in monetdb using python api?,"When using mclient it is possible to list all tables in database by issuing command '\d'. I'm using python-monetdb package and I don't know how the same can be accomplished. I've seen example like ""SELECT * FROM TABLES;"" but I get an error that ""tables"" table does not exist.
",-1,-1,-1.0,"How to show available tables in monetdb using python api?-When using mclient it is possible to list all tables in database by issuing command '\d'. I'm using python-monetdb package and I don't know how the same can be accomplished. I've seen example like ""SELECT * FROM TABLES;"" but I get an error that ""tables"" table does not exist.
",5
40,26341286,Syntax errors whilst creating a table in MonetDB,"This is driving me mad and I'm at the point where I'm thinking I must just be missing something very obvious. We are setting up a MonetDB environment with SQiurrel. I though the challenge would be wiring that all up and getting the drivers to work, but as it turns out that is running and I can see the DB in all its glory.

I have a DB in MySQL that I need to rebuild so I just generated the code:

CREATE TABLE ""some_database"".""some_table"" (
  key int(11) NOT NULL AUTO_INCREMENT,
  column_1 varchar(10) DEFAULT NULL,
  column_2 varchar(10) DEFAULT NULL,
  column_3 varchar(10) DEFAULT NULL,
  column_4 varchar(10) DEFAULT NULL,
  column_5 varchar(10) DEFAULT NULL,
  column_6 int(11) DEFAULT NULL,
  column_7 decimal(10,2) DEFAULT NULL,
  column_8 decimal(10,2) DEFAULT NULL,
  column_9 int(11) DEFAULT NULL,
  PRIMARY KEY (key)
) ENGINE=InnoDB AUTO_INCREMENT=20189170 DEFAULT CHARSET=utf8;


The only difference is that I've changed the column and table names. I'm not sure if this is all compatible for a start but I figured I would just work my way around it as it chucked errors. The first was about using a `. MonetDB seems to not like you. 

I removed those and now I get:

Error: syntax error, unexpected '(', expecting ')' or ',' in: ""create table ""some_database"".""some_table"" (
SQLState:  42000
ErrorCode: 0
Error:   fact_key int(""
SQLState:  22000
ErrorCode: 0 


For the ""key"" column I'm also getting the int(11) turn red and tell me I have an ""EOF Expected""

If I quickly type out my own CREATE TABLE statement I can create a tables with a type varchar. As soon as I add in an int type it goes mad again. 

So for example I just created this table in MonetDB:

CREATE TABLE ""some_database"".""some_table""
(
something varchar(10),
something2 varchar(10)
); 


That worked fine. As soon as I add an int type:

CREATE TABLE ""some_database"".""some_table""
(
something varchar(10),
something2 varchar(10),
something3 int(10)
);


It goes a bit mental again:

Error: syntax error, unexpected '(', expecting ')' or ',' in: ""create table ""some_database"".""some_table""
SQLState:  42000
ErrorCode: 0
Error: (
SQLState:  22000
ErrorCode: 0
Error: something varchar(10),
SQLState:  22000
ErrorCode: 0
Error: something2 varchar(10),
SQLState:  22000
ErrorCode: 0
Error: something3 int(""
SQLState:  22000
ErrorCode: 0


So my question is have I set something up wrong? MonetDB seems to be running well and I can explore everything as one would expect in SQiurrel. I can create basic tables with varchar but as soon as I bring in an int the computer says no. I also don't understand what EOF means? I assumed it was expecting an , but it has that?

Thanks in advance. I'm hoping I just need a fresh mind who knows MonetDB to tell me why I'm missing the obvious!
",1,-1,-1.0,"Syntax errors whilst creating a table in MonetDB-This is driving me mad and I'm at the point where I'm thinking I must just be missing something very obvious. We are setting up a MonetDB environment with SQiurrel. I though the challenge would be wiring that all up and getting the drivers to work, but as it turns out that is running and I can see the DB in all its glory.

I have a DB in MySQL that I need to rebuild so I just generated the code:

CREATE TABLE ""some_database"".""some_table"" (
  key int(11) NOT NULL AUTO_INCREMENT,
  column_1 varchar(10) DEFAULT NULL,
  column_2 varchar(10) DEFAULT NULL,
  column_3 varchar(10) DEFAULT NULL,
  column_4 varchar(10) DEFAULT NULL,
  column_5 varchar(10) DEFAULT NULL,
  column_6 int(11) DEFAULT NULL,
  column_7 decimal(10,2) DEFAULT NULL,
  column_8 decimal(10,2) DEFAULT NULL,
  column_9 int(11) DEFAULT NULL,
  PRIMARY KEY (key)
) ENGINE=InnoDB AUTO_INCREMENT=20189170 DEFAULT CHARSET=utf8;


The only difference is that I've changed the column and table names. I'm not sure if this is all compatible for a start but I figured I would just work my way around it as it chucked errors. The first was about using a `. MonetDB seems to not like you. 

I removed those and now I get:

Error: syntax error, unexpected '(', expecting ')' or ',' in: ""create table ""some_database"".""some_table"" (
SQLState:  42000
ErrorCode: 0
Error:   fact_key int(""
SQLState:  22000
ErrorCode: 0 


For the ""key"" column I'm also getting the int(11) turn red and tell me I have an ""EOF Expected""

If I quickly type out my own CREATE TABLE statement I can create a tables with a type varchar. As soon as I add in an int type it goes mad again. 

So for example I just created this table in MonetDB:

CREATE TABLE ""some_database"".""some_table""
(
something varchar(10),
something2 varchar(10)
); 


That worked fine. As soon as I add an int type:

CREATE TABLE ""some_database"".""some_table""
(
something varchar(10),
something2 varchar(10),
something3 int(10)
);


It goes a bit mental again:

Error: syntax error, unexpected '(', expecting ')' or ',' in: ""create table ""some_database"".""some_table""
SQLState:  42000
ErrorCode: 0
Error: (
SQLState:  22000
ErrorCode: 0
Error: something varchar(10),
SQLState:  22000
ErrorCode: 0
Error: something2 varchar(10),
SQLState:  22000
ErrorCode: 0
Error: something3 int(""
SQLState:  22000
ErrorCode: 0


So my question is have I set something up wrong? MonetDB seems to be running well and I can explore everything as one would expect in SQiurrel. I can create basic tables with varchar but as soon as I bring in an int the computer says no. I also don't understand what EOF means? I assumed it was expecting an , but it has that?

Thanks in advance. I'm hoping I just need a fresh mind who knows MonetDB to tell me why I'm missing the obvious!
",0
41,26062348,monetdb error - wrong format ( ),"I was running a long SQL query in monetdb to create a flat table from normalized tables.  I kicked it off and left for the day.  This morning the query had died with the following:
sql>\&lt; flat.sql
wrong format ( )
sql>

There is no additional information in the log and I have no idea how long it was running before it died.  The sql requires joining several tables together and does have an order by at the end.  Any information that could help with where to start looking would be great.
",1,-1,-1.0,"monetdb error - wrong format ( )-I was running a long SQL query in monetdb to create a flat table from normalized tables.  I kicked it off and left for the day.  This morning the query had died with the following:
sql>\&lt; flat.sql
wrong format ( )
sql>

There is no additional information in the log and I have no idea how long it was running before it died.  The sql requires joining several tables together and does have an order by at the end.  Any information that could help with where to start looking would be great.
",4
42,25882427,Can't connect to a local database using Monetdb.R,"I'm trying to set a local connection to a database using Monetdb.R, but for some reason it is not working. I'm using the latest version of monetdb (MonetDB5 64 bits ""Jan2014-SP3"", 2014-07-25 release) in a Windows 7. 

Here it is a short reproducible example:

&gt; library(MonetDB.R)
Carregando pacotes exigidos: DBI
Carregando pacotes exigidos: digest
&gt; conn &lt;- dbConnect(dbDriver(""MonetDB""), ""monetdb://localhost/demo"")
Error in .mapiRead(con) : ERROR reading MAPI block header (0)


I haven't seen this error occuring with other users... 

&gt; sessionInfo()
R version 3.1.1 (2014-07-10)
Platform: x86_64-w64-mingw32/x64 (64-bit)

locale:
[1] LC_COLLATE=Portuguese_Brazil.1252  LC_CTYPE=Portuguese_Brazil.1252        LC_MONETARY=Portuguese_Brazil.1252
[4] LC_NUMERIC=C                       LC_TIME=Portuguese_Brazil.1252    

attached base packages:
[1] stats     graphics  grDevices utils     datasets  methods   base     

other attached packages:
[1] MonetDB.R_0.9.4 digest_0.6.4    DBI_0.3.0      

loaded via a namespace (and not attached):
[1] tools_3.1.1

",-1,-1,-1.0,"Can't connect to a local database using Monetdb.R-I'm trying to set a local connection to a database using Monetdb.R, but for some reason it is not working. I'm using the latest version of monetdb (MonetDB5 64 bits ""Jan2014-SP3"", 2014-07-25 release) in a Windows 7. 

Here it is a short reproducible example:

&gt; library(MonetDB.R)
Carregando pacotes exigidos: DBI
Carregando pacotes exigidos: digest
&gt; conn &lt;- dbConnect(dbDriver(""MonetDB""), ""monetdb://localhost/demo"")
Error in .mapiRead(con) : ERROR reading MAPI block header (0)


I haven't seen this error occuring with other users... 

&gt; sessionInfo()
R version 3.1.1 (2014-07-10)
Platform: x86_64-w64-mingw32/x64 (64-bit)

locale:
[1] LC_COLLATE=Portuguese_Brazil.1252  LC_CTYPE=Portuguese_Brazil.1252        LC_MONETARY=Portuguese_Brazil.1252
[4] LC_NUMERIC=C                       LC_TIME=Portuguese_Brazil.1252    

attached base packages:
[1] stats     graphics  grDevices utils     datasets  methods   base     

other attached packages:
[1] MonetDB.R_0.9.4 digest_0.6.4    DBI_0.3.0      

loaded via a namespace (and not attached):
[1] tools_3.1.1

",3
43,28819523,setting up remote connection with an existing monetdb db,"I create a monetdb database using mserver5 (in actual fact I use R and MonetDB.R for this part).
Retrospectively (once the db has been created) I would like to do the following:


set a remote connection to the db
set a passphrase for the remote connection (apparently necessary)


Please note that from the manuals I think I can do the above on a new dbFarm created with monetdbd.
My problem is to do the above retrospectively on an existing db.

To start I tried to use monetdbd and pointing it to the db folder (created by mserver5) with

monetdbd get all myFolderCreatedWithmserver5


But I get 

unable to read properties from myFolderCreatedWithmserver5: no such file or directory

",-1,-1,-1.0,"setting up remote connection with an existing monetdb db-I create a monetdb database using mserver5 (in actual fact I use R and MonetDB.R for this part).
Retrospectively (once the db has been created) I would like to do the following:


set a remote connection to the db
set a passphrase for the remote connection (apparently necessary)


Please note that from the manuals I think I can do the above on a new dbFarm created with monetdbd.
My problem is to do the above retrospectively on an existing db.

To start I tried to use monetdbd and pointing it to the db folder (created by mserver5) with

monetdbd get all myFolderCreatedWithmserver5


But I get 

unable to read properties from myFolderCreatedWithmserver5: no such file or directory

",3
44,28987479,Issue (bug?) with MonetDB.R and dbWriteTable with csvdump=TRUE,"We are managing to write 1.7 M rows in 30s or so (on a MacBook Pro) using R and MonetDB.R within a shiny application:

dbWriteTable(conn, tableName, Dt,overwrite=TRUE, csvdump=TRUE)


As we understand the MonetDB.R code saves first in a /tmp folder the table in a csv format, then is loaded onto the MonetDB database with COPY INTO 

We have just tried on a centos server and RStudio Server and we got an access right error on the temporary folder in /tmp.

We resolved the problem with the classic

chmod -R 777 /tmp


But it seems we have to do it again if we run this part of the app within shiny hence it does not look a scalable solution.

Would it be possible to get a more stable &amp; scalable solution?

(also, this feature was documented in MonetDB 0.94 but it does not appear anywhere in the 0.95 document on CRAN - can we safely assume that this is a typo and the feature is going to stay?)
",-1,-1,-1.0,"Issue (bug?) with MonetDB.R and dbWriteTable with csvdump=TRUE-We are managing to write 1.7 M rows in 30s or so (on a MacBook Pro) using R and MonetDB.R within a shiny application:

dbWriteTable(conn, tableName, Dt,overwrite=TRUE, csvdump=TRUE)


As we understand the MonetDB.R code saves first in a /tmp folder the table in a csv format, then is loaded onto the MonetDB database with COPY INTO 

We have just tried on a centos server and RStudio Server and we got an access right error on the temporary folder in /tmp.

We resolved the problem with the classic

chmod -R 777 /tmp


But it seems we have to do it again if we run this part of the app within shiny hence it does not look a scalable solution.

Would it be possible to get a more stable &amp; scalable solution?

(also, this feature was documented in MonetDB 0.94 but it does not appear anywhere in the 0.95 document on CRAN - can we safely assume that this is a typo and the feature is going to stay?)
",5
